player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id
103281,Ladislav,Svarc,R,19781113.0,SVK,188.0,Q6469738
103282,Tiago,Sousa,R,19781114.0,POR,,
103283,Daniel,Dios,R,19781121.0,ESP,,
103284,Neil,Watts,R,19781121.0,GBR,,
103285,Radek,Stepanek,R,19781127.0,CZE,185.0,Q309395
103286,Yohny,Romero,R,19781130.0,VEN,,Q100272326
103287,Krystian,Pfeiffer,U,19781203.0,POL,,Q107751234
103288,Javier,Martinez Baena,U,19781207.0,ESP,,
103289,Jernej,Karner,R,19781208.0,SLO,,
103290,Radim,Zitko,R,19781208.0,CZE,,Q107394105
103291,Antonio,Gordon,R,19781209.0,ESP,,
103292,Gaston,Gaudio,R,19781209.0,ARG,175.0,Q299960
103293,Martin,Bartonek,R,19781211.0,CZE,,
103294,Christophe,Rochus,R,19781215.0,BEL,170.0,Q441059
103295,Diego,Palmeiro,R,19781217.0,ARG,,
103296,Ivaylo,Traykov,R,19781217.0,BUL,188.0,Q6098578
103297,Alex,Kim,R,19781220.0,USA,175.0,Q4717302
103298,Piotr,Szczepanik,R,19781223.0,POL,,
103299,Stefan,Pircher,L,19781226.0,ITA,,
103300,Punch,Maleka,R,19781228.0,RSA,,
103301,Andrew,Bronneberg,R,19790101.0,AUS,,
103302,Jan,Krejci,R,19790101.0,CZE,,
103303,Angel Jose,Martin,R,19790102.0,ESP,,
103304,Milan,Smejda,R,19790102.0,AUT,,
103305,Daniel,Elsner,R,19790104.0,GER,183.0,Q88137
103306,Florian,Allgauer,R,19790107.0,ITA,,Q107630702
103307,Matt,Daly,U,19790113.0,USA,,
103308,Sebastian,Swierk,R,19790115.0,AUS,,
103309,Michael,Logarzo,R,19790117.0,AUS,,
103310,Rodrigo,Pena,R,19790117.0,ARG,,
103311,Steven,Bourke,R,19790121.0,AUS,,
103312,Alvaro,Dominguez,U,19790122.0,MEX,,
103313,Iain,Bates,R,19790124.0,GBR,,
103314,Josh,Goffi,R,19790124.0,BRA,,Q29533155
103315,Kobi,Ziv,R,19790125.0,ISR,,
103316,Victor,Romero,R,19790126.0,MEX,,Q62728923
103317,Gabor,Jaross,R,19790203.0,HUN,,
103318,Zeljko,Krajan,R,19790203.0,CRO,178.0,Q8083655
103319,Jeff,Morrison,R,19790204.0,USA,185.0,Q1085100
103320,Rishi,Sridhar,R,19790205.0,IND,,
103321,Vinod,Sridhar,L,19790205.0,IND,,
103322,Marcelo,Carvalho,R,19790207.0,BRA,,
103323,Thomas,Heyerdahl,R,19790209.0,NOR,,
103324,Arnaud,Di Pasquale,R,19790211.0,FRA,185.0,Q552507
103325,Wesley,Moodie,R,19790214.0,RSA,196.0,Q355318
103326,Jed,Gould,R,19790219.0,AUS,,
103327,Alessandro,Motti,L,19790221.0,ITA,,Q2541786
103328,Andres,Pedroso,R,19790221.0,USA,,Q55314979
103329,Daniel,Casquero,R,19790224.0,ESP,,
103330,Ralf,Wilmink,R,19790224.0,GER,,
103331,Davide,Bramanti,R,19790227.0,ITA,,
103332,Todd,Scheck,U,19790227.0,USA,,
103333,Ivo,Karlovic,R,19790228.0,CRO,208.0,Q295483
103334,Ronaldo,Carvalho,R,19790228.0,BRA,,
103335,Chris,Rae,R,19790308.0,AUS,,
103336,Marko,Neunteibl,U,19790310.0,AUT,,
103337,Ben Qiang,Zhu,R,19790313.0,CHN,,Q23020960
103338,Felix,Hardt,R,19790313.0,GER,,
103339,Wesley,Whitehouse,L,19790313.0,RSA,190.0,Q7984032
103340,Isaac,Tortades,R,19790314.0,ESP,,
103341,Sylvain,Mathias,U,19790314.0,FRA,,
103342,Miha,Gregorc,R,19790315.0,SLO,,
103343,Scott,Eddins,R,19790317.0,USA,,
103344,Ivan,Ljubicic,R,19790319.0,CRO,193.0,Q261095
103345,Bjorn,Krenzer,U,19790321.0,GER,,
103346,Jaco,Van Der Westhuizen,R,19790321.0,RSA,,
103347,Tomas,Zivnicek,R,19790321.0,GER,,
103348,Timo,Fleischfresser,U,19790323.0,GER,,
103349,Vincent,Lavergne,R,19790325.0,FRA,,
103350,Denis,Golovanov,L,19790327.0,RUS,188.0,Q617698
103351,Tomas,Jecminek,R,19790327.0,CZE,,
103352,Luka,Kutanjac,R,19790329.0,CRO,,
103353,Ingo,Neumuller,R,19790330.0,AUT,183.0,
103354,Kamil,Patel,R,19790403.0,MRI,,Q107739607
103355,Sunday,Maku,U,19790403.0,NGR,,
103356,Michel,Kratochvil,R,19790407.0,SUI,185.0,Q691022
103357,Javier,Taborga,R,19790415.0,BOL,,
103358,Nicolas,Todero,R,19790415.0,ARG,183.0,Q6042565
103359,Jordi,Fernandez,U,19790416.0,ESP,,
103360,Pieter,Joubert,U,19790424.0,RSA,,
103361,David,Hodge,U,19790426.0,AUS,,
103362,Sonny,Kayombo,U,19790426.0,FRA,,
103363,Diego,Ayala,R,19790429.0,USA,175.0,Q12764646
103364,Javier,Genaro Martinez,R,19790501.0,ESP,,
103365,Javier,Garcia Sintes,R,19790502.0,ESP,,Q107417407
103366,Ulrich,Tippenhauer,R,19790503.0,GER,,
103367,Kane,Dewhurst,U,19790504.0,AUS,,
103368,Alejandro,Dulko,R,19790508.0,ARG,,
103369,Melle,Van Gemerden,R,19790509.0,NED,183.0,Q768965
103370,Oliver,Levant,R,19790509.0,FRA,,
103371,Emin,Agaev,R,19790514.0,AZE,,Q30122371
103372,Kyle,Rudman,R,19790516.0,RSA,,
103373,Sergio,Roitman,R,19790516.0,ARG,185.0,Q703815
103374,Zoltan,Boroczky,R,19790516.0,HUN,,
103375,Patrick,Mayr,U,19790521.0,AUT,,
103376,Gordon,Bergraaf,R,19790522.0,NED,,
103377,Seung Hoon,Lee,R,19790522.0,KOR,,
103378,Bernard,Parun,R,19790524.0,GER,,
103379,Arne,Kreitz,R,19790525.0,GER,,
103380,Torsten,Wolpers,R,19790525.0,GER,,
103381,Andy,Fahlke,R,19790530.0,GER,185.0,Q63046974
103382,Guillermo,Platel,R,19790606.0,ESP,,
103383,Justin,Megraw,R,19790606.0,AUS,,
103384,Vincent,Baudat,R,19790610.0,FRA,,
103385,Paul,Baccanello,R,19790612.0,AUS,183.0,Q7149176
103386,Lawrence,Gunn,U,19790613.0,USA,,
103387,Paradorn,Srichaphan,R,19790614.0,THA,185.0,Q140253
103388,Rafael,De Mesa,R,19790614.0,USA,,
103389,Kyle,Porter,U,19790615.0,USA,,
103390,Artemon,Apostu Efremov,R,19790619.0,ROU,,Q36856770
103391,Simon,Harston,L,19790620.0,GBR,,
103392,Daniel,Caracciolo,R,19790621.0,ARG,,
103393,Yuri,Schukin,R,19790626.0,KAZ,188.0,Q1355800
103394,Andrea,Capodimonte,R,19790629.0,ITA,,
103395,Julio,Silva,R,19790701.0,BRA,173.0,Q2157499
103396,Sergio,Barberan Miguel,U,19790701.0,ESP,,
103397,Alexandre,Simoni,R,19790702.0,BRA,188.0,Q4179068
103398,Gerardo,Heyser,R,19790703.0,MEX,,
103399,Carlos,Rexach Itoiz,U,19790704.0,ESP,,
103400,Hendri,Susilo Pramono,R,19790705.0,INA,,Q100769937
103401,Jan,Hernych,R,19790707.0,CZE,190.0,Q358656
103402,Peter,Clarke,R,19790708.0,IRL,188.0,Q7173293
103403,Takahiro,Terachi,R,19790708.0,JPN,,Q11457743
103404,Juan Ignacio,Destefano,U,19790713.0,ARG,,
103405,Rodolfo,Rake,R,19790713.0,PER,,Q7357190
103406,Ralph,Grambow,R,19790714.0,GER,,
103407,Matt,Klinger,U,19790717.0,CAN,,
103408,Brian,Vahaly,R,19790719.0,USA,183.0,Q4965531
103409,Byung Kook,Kang,U,19790721.0,KOR,,
103410,Razvan,Lupsescu,R,19790721.0,ROU,,
103411,Jose Luis,Condor,U,19790722.0,ESP,,
103412,Matthew,Hanlin,U,19790724.0,GBR,,
103413,Genius,Chidzikwe,R,19790803.0,ZIM,,Q5533263
103414,Maciej,Dilaj,R,19790803.0,POL,,
103415,Emanuele,Sammatrice,R,19790805.0,ITA,,
103416,Daniel,Wajnberg,R,19790806.0,BRA,,
103417,Brian,Battistone,R,19790810.0,USA,190.0,Q911839
103418,Dante,Bottini,R,19790810.0,ARG,183.0,
103419,Gabriel,Montilla,R,19790811.0,PUR,,Q102371959
103420,Michal,Tabara,R,19790811.0,CZE,175.0,Q1930473
103421,Peter,Handoyo,R,19790812.0,INA,,Q99636574
103422,Sebastian,Fitz,R,19790812.0,GER,,Q107630327
103423,Toshiharu,Kato,R,19790812.0,JPN,,
103424,Tobias,Clemens,R,19790814.0,GER,185.0,Q7811616
103425,Nicolas,Tourte,L,19790818.0,FRA,,Q23020920
103426,Chad,Carlson,U,19790821.0,USA,,
103427,Yew Ming,Si,U,19790824.0,MAS,,Q58271846
103428,Juan Ignacio,Chela,R,19790830.0,ARG,190.0,Q299377
103429,Peter,Luczak,R,19790831.0,AUS,183.0,Q358712
103430,Ezequiel,Velez,R,19790901.0,ESP,,
103431,Brandon,Hawk,R,19790903.0,USA,,Q29574892
103432,Branislav,Sekac,R,19790903.0,SVK,,Q39245352
103433,Michael,Lang,R,19790903.0,USA,,
103434,Luke,O'Donnell,R,19790905.0,AUS,,
103435,Massimo,Dellacqua,R,19790906.0,ITA,193.0,Q29613516
103436,Mathias,Schwarzler,R,19790906.0,AUT,,
103437,Francesco,Piccari,R,19790907.0,ITA,,Q29652838
103438,Andrei,Krasevec,R,19790908.0,SLO,,
103439,Dimitri,Mazur,R,19790908.0,UZB,,
103440,Zoltan,Papp,R,19790914.0,HUN,180.0,
103441,Nikola,Gnjatovic,R,19790915.0,SRB,,
103442,Aviram,Salomon,R,19790920.0,ISR,,
103443,Ondrej,Chvapil,R,19790922.0,CZE,,
103444,Jean Rene,Lisnard,R,19790925.0,MON,173.0,Q629521
103445,Mitsuru,Takada,R,19790926.0,JPN,,
103446,Michael,Kosta,U,19790927.0,USA,,
103447,Renato,Silveira,U,19790927.0,BRA,,
103448,Gabriel,Trujillo Soler,R,19790930.0,ESP,,Q3756499
103449,Mohamed,Dakki,U,19790930.0,MAR,,
103450,Federico,Cardinali,R,19791002.0,ARG,,
103451,Bjorn,Phau,R,19791004.0,GER,175.0,Q77150
103452,Igor,Brukner,R,19791004.0,CZE,,Q106758242
103453,Chul Hee,Lee,U,19791009.0,KOR,,
103454,Nicolas,Massu,R,19791010.0,CHI,183.0,Q295858
103455,Michal,Mertinak,R,19791011.0,SVK,180.0,Q718719
103456,Marc Rene,Burger,U,19791013.0,GER,,
103457,Petr,Kralert,R,19791020.0,CZE,188.0,Q7178542
103458,Mark,Parsons,R,19791025.0,CAN,,
103459,Jordan,Kerr,R,19791026.0,AUS,180.0,Q552833
103460,Konstantin,Don Gruber,R,19791027.0,AUT,183.0,Q1349770
103461,Ivica,Ancic,R,19791029.0,CRO,,Q6098931
103462,Ashley,Ford,R,19791101.0,AUS,,
103463,Cipriano,Pommies,R,19791105.0,ARG,,
103464,Nemanja,Ivic,R,19791107.0,YUG,,
103465,Paul,Logtens,R,19791107.0,NED,175.0,Q55314931
103466,Kamil,Lewandowicz,R,19791109.0,POL,,
103467,Victor,Bruthans,R,19791109.0,SVK,,Q6161470
103468,Harsh,Mankad,R,19791110.0,IND,173.0,Q13512891
103469,Casey,Smith,U,19791111.0,USA,,
103470,Robert,Kendrick,R,19791115.0,USA,190.0,Q54525
103471,Tero,Vilen,R,19791116.0,FIN,,
103472,Karim,Maamoun,R,19791118.0,EGY,,Q6370614
103473,Rodrigo,Grilli,R,19791120.0,BRA,,Q10363866
103474,Andreas,Tattermusch,R,19791121.0,GER,,
103475,Thomas,Messmer,R,19791125.0,GER,,
103476,Israel,Vior Diaz,R,19791127.0,ESP,,
103477,Pavel,Riha,R,19791201.0,CZE,,
103478,Diego,Veronelli,R,19791205.0,ARG,193.0,Q3027454
103479,Iker,Bilbao,R,19791206.0,ESP,,
103480,Martin,Stepanek,R,19791213.0,CZE,,Q24005443
103481,Hans,Grobecker,R,19791217.0,SWE,,
103482,Robert,Gustafsson,U,19791218.0,SWE,,
103483,James,Shortall,R,19791225.0,NZL,,
103484,James,Blake,R,19791228.0,USA,185.0,Q53333
103485,Ivan,Beros,R,19791230.0,CRO,,Q55759913
103486,Benjamin,Ebrahimzadeh,R,19800103.0,GER,,Q4888502
103487,Federico,Luzzi,R,19800103.0,ITA,188.0,Q1332955
103488,Carl Henrik,Hansen,R,19800105.0,SWE,,
103489,Nathan,Zeder,R,19800105.0,USA,,
103490,Santiago,Ventura,R,19800105.0,ESP,183.0,Q367978
103491,Mads,Gottlieb,U,19800108.0,DEN,,
103492,Pablo,Martinez,R,19800115.0,MEX,,
103493,Eduardo,Bohrer,R,19800117.0,BRA,,
103494,Juan Ignacio,Herrero,U,19800119.0,ARG,,
103495,Marwan,Ziwar,U,19800119.0,EGY,,
103496,Jalal,Chafai,U,19800122.0,MAR,,
103497,Artem,Derepasko,R,19800126.0,RUS,,Q4797415
103498,Marat,Safin,R,19800127.0,RUS,193.0,Q133318
103499,Aqeel,Khan,R,19800130.0,PAK,,Q4782530
103500,Frantisek,Babej,R,19800204.0,SVK,,
103501,Vijay,Kannan,R,19800204.0,IND,,
103502,Ben,Mathias,U,19800205.0,AUS,,
103503,Robin,Vik,R,19800205.0,CZE,183.0,Q3174234
103504,Febi,Widhiyanto,R,19800209.0,INA,,Q12482840
103505,Vasilis,Mazarakis,R,19800209.0,GRE,178.0,Q932583
103506,Martin,Vassallo Arguello,R,19800210.0,ARG,183.0,Q513713
103507,Juan Carlos,Ferrero,R,19800212.0,ESP,183.0,Q185722
103508,Nick,McDonald,R,19800214.0,RSA,,
103509,Dino,Dattoli,U,19800215.0,AUS,,
103510,Rob,Steckley,R,19800216.0,CAN,,Q107462527
103511,Jose Ezequiel,Lido,R,19800218.0,ESP,,
103512,Ivan,Cinkus,R,19800219.0,CRO,,
103513,Glenn,Knox,R,19800223.0,AUS,,
103514,Young Jun,Kim,R,19800223.0,KOR,,Q55364046
103515,Filip,Aniola,R,19800225.0,POL,,
103516,Nathan,Healey,R,19800227.0,AUS,180.0,Q531724
103517,Andreas,Maroldt,U,19800228.0,GER,,
103518,Cyril,Martin,R,19800228.0,FRA,,
103519,Krzysztof,Kwinta,U,19800228.0,POL,,
103520,Pavel,Snobel,L,19800228.0,CZE,190.0,Q7155817
103521,Andrea,Stoppini,R,19800229.0,ITA,190.0,Q4755289
103522,Nahuel,Fracassi,U,19800229.0,ITA,,
103523,Rohan,Bopanna,R,19800304.0,IND,190.0,Q511986
103524,Diego,Alvarez,R,19800306.0,ARG,,Q5274890
103525,Ivan,Miranda,R,19800308.0,PER,175.0,Q734183
103526,Diego,Zorzi,U,19800310.0,ARG,,
103527,Julien,Jeanpierre,R,19800310.0,FRA,188.0,Q3189535
103528,Julian,Gast,U,19800312.0,GER,,
103529,Aisam Ul Haq,Qureshi,R,19800317.0,PAK,183.0,Q409547
103530,Zack,Fleishman,R,19800317.0,USA,188.0,Q4179332
103531,Thomas,Oger,U,19800322.0,MON,,Q7792866
103532,Ignacio,Gonzalez King,R,19800323.0,ARG,175.0,
103533,Simon,Wernhart,R,19800323.0,AUT,,
103534,Nicolas,Devilder,L,19800325.0,FRA,173.0,Q715412
103535,Olivier,Patience,R,19800325.0,FRA,180.0,Q2447911
103536,Daniel,Kiernan,U,19800327.0,GBR,,
103537,Andreas,Kauntz,R,19800328.0,GER,,
103538,James,Auckland,R,19800401.0,GBR,,Q13402407
103539,Alexander,Hartman,U,19800402.0,SWE,,
103540,Johan,Brunstrom,L,19800403.0,SWE,193.0,Q715435
103541,Kevin,Harris,R,19800403.0,USA,,
103542,Carl,Hagman,R,19800405.0,DEN,,
103543,David,Marrero,R,19800408.0,ESP,185.0,Q512421
103544,Andy,Ram,R,19800410.0,ISR,180.0,Q335318
103545,Philipp,Mullner,R,19800411.0,AUT,,Q107474615
103546,Patricio,Arquez,R,19800412.0,ARG,,Q107463101
103547,Anton,Kokurin,R,19800416.0,UZB,,
103548,Eduardo,Bergmann,R,19800417.0,BRA,,
103549,Dario,Perez,R,19800418.0,ARG,,
103550,Michal,Varsanyi,L,19800418.0,SVK,,
103551,Willem Petrus,Meyer,U,19800422.0,RSA,,
103552,Carlos,Gonzalez Leiva,R,19800424.0,CHI,,
103553,Alun,Jones,R,19800426.0,AUS,180.0,Q4737498
103554,Keith,From,R,19800428.0,USA,,
103555,Pedro,Canovas,R,19800503.0,ESP,,
103556,Sylvain,Anibie,U,19800503.0,CIV,,
103557,Attapol,Rithiwattanapong,U,19800504.0,THA,,Q108740472
103558,Masatoshi,Miyazaki,R,19800505.0,JPN,,
103559,David,Sherwood,R,19800506.0,GBR,193.0,Q5239739
103560,Kj,Hippensteel,L,19800508.0,USA,190.0,Q6323398
103561,Roei,Shnaider,R,19800510.0,ISR,,
103562,Sam,Swan,U,19800510.0,AUS,,
103563,Gabriel,Pitta,R,19800512.0,BRA,,Q10287887
103564,Jakub,Herm Zahlava,R,19800512.0,GER,,
103565,Stephane,Robert,R,19800517.0,FRA,185.0,Q552542
103566,Michael,Llodra,L,19800518.0,FRA,190.0,Q295488
103567,Andrei,Youzhny,R,19800519.0,RUS,,
103568,Valentin,Sanon,R,19800520.0,CIV,,Q3462836
103569,Christian,Tuscher,R,19800525.0,AUT,,
103570,Fabian,Roetschi,U,19800525.0,SUI,,
103571,Antonio,Gramaglia,U,19800526.0,ITA,,
103572,Luis,Hormazabal,R,19800605.0,CHI,,
103573,Rik,De Voest,R,19800605.0,RSA,180.0,Q519970
103574,Teodor,Dacian Craciun,R,19800606.0,ROU,,Q7701016
103575,Ajay,Ramaswami,U,19800607.0,IND,,Q105954689
103576,Barry,Fulcher,U,19800610.0,GBR,,
103577,Christopher,Kas,R,19800613.0,GER,188.0,Q61438
103578,Antonio,Alcaraz,U,19800621.0,ESP,,
103579,Courage,Anyidoho,R,19800623.0,GHA,,
103580,Alexander,Peya,R,19800627.0,AUT,183.0,Q457476
103581,Flavio,Saretta,R,19800628.0,BRA,183.0,Q969314
103582,Michael,Berrer,L,19800701.0,GER,193.0,Q60324
103583,Evghenii,Plugariov,R,19800702.0,MDA,,
103584,Johan,Kareld,U,19800704.0,SWE,,
103585,Tate,Roberts,R,19800706.0,AUS,,
103586,Mariusz,Fyrstenberg,L,19800708.0,POL,193.0,Q369236
103587,Andres,Dellatorre,R,19800709.0,ARG,190.0,Q67196156
103588,Xxxxxxx,De La Torre,U,19800709.0,ARG,,
103589,Andrew,Colombo,U,19800711.0,USA,,
103590,Michael,Quintero,R,19800711.0,COL,,Q6833676
103591,Daniel,Schalen,U,19800713.0,SWE,,
103592,Jerome,Haehnel,R,19800714.0,FRA,185.0,Q2720338
103593,Marcelo,Barboza,R,19800715.0,URU,,
103594,Oliver,Marach,R,19800716.0,AUT,185.0,Q441027
103595,Martin,Rammal,R,19800717.0,FIN,,
103596,Kevin,Larock,U,19800718.0,BEL,,
103597,Mario,Alvarez,R,19800719.0,USA,,
103598,Xavier,Malisse,R,19800719.0,BEL,185.0,Q312620
103599,Jordi,Marse Vidri,U,19800721.0,ESP,,
103600,Mohammad,Ghareeb,R,19800722.0,KUW,,Q6893099
103601,Sebastian,Jaeger,R,19800725.0,GER,,
103602,Fernando,Gonzalez,R,19800729.0,CHI,183.0,Q208517
103603,Steven,Bijl,R,19800730.0,NED,,
103604,Ignacio,Vila,U,19800731.0,ESP,,
103605,Alejandro,Asta,R,19800801.0,ARG,,
103606,Henry,Beam,R,19800802.0,USA,,
103607,Victor,Estrella,R,19800802.0,DOM,173.0,Q548522
103608,Mario,Munoz Bejarano,R,19800803.0,ESP,,
103609,Matthew,Behrmann,R,19800803.0,USA,,
103610,Mirko,Pehar,R,19800805.0,USA,,Q50345506
103611,Giancarlo,Petrazzuolo,R,19800807.0,ITA,,Q16221111
103612,Alexey,Kedryuk,R,19800808.0,KAZ,193.0,Q4721321
103613,Jorge,Haro,R,19800811.0,MEX,,
103614,Josef,Nesticky,R,19800811.0,CZE,,
103615,Patrick,Schnidrig,U,19800811.0,SUI,,
103616,Andre,Van Der Merwe B,R,19800815.0,RSA,,
103617,Travis,Parrott,R,19800816.0,USA,185.0,Q555632
103618,Heiko,Bollich,U,19800817.0,GER,,
103619,Mustafa,Ghouse,R,19800819.0,IND,185.0,Q21642826
103620,Tomas,Janci,R,19800820.0,SVK,,
103621,Igor,Levine,U,19800824.0,RUS,,
103622,Bo Ram,Cha,R,19800826.0,KOR,,
103623,Jacob,Adaktusson,R,19800831.0,SWE,193.0,Q6118268
103624,Sebastian,Uriarte,R,19800831.0,ARG,,
103625,Adriano,Biasella,R,19800901.0,ITA,,Q50505907
103626,Tomas,Tenconi,R,19800903.0,ITA,178.0,Q7818330
103627,Ashley,Dyer,U,19800906.0,AUS,,
103628,Vladimir,Bistryavichus,R,19800909.0,UZB,,
103629,Ciaran,Moore,R,19800912.0,RSA,,
103630,Martijn,Van Haasteren,R,19800912.0,AHO,,Q29204918
103631,Eliran,Dooyev,R,19800914.0,ISR,,
103632,Luis,Horna,R,19800914.0,PER,180.0,Q350266
103633,Marco,Mazzotta,R,19800914.0,VEN,,
103634,Emiliano,Redondi,R,19800916.0,ARG,,
103635,Andrew,Derer,U,19800925.0,AUS,,
103636,Federico,Torresi,R,19800927.0,ITA,,
103637,Marcelo,Amador,U,19800927.0,MEX,,Q102123762
103638,Jhonson,Garcia,R,19801001.0,DOM,,Q100711780
103639,Brad,Weston,R,19801006.0,AUS,,
103640,Vijayendra,Laad,U,19801006.0,IND,,
103641,Cesar,Ferrer Victoria,L,19801008.0,ESP,,
103642,Shan,Jiang,R,19801008.0,CHN,,
103643,Lauri,Kiiski,R,19801010.0,FIN,,Q13536
103644,Ran,Xu,R,19801010.0,CHN,,Q104840431
103645,Balazs,Veress,R,19801012.0,HUN,,
103646,Lars,Uebel,R,19801014.0,GER,180.0,
103647,Jun,Kato,R,19801025.0,JPN,173.0,Q23416374
103648,John,Thivolle,U,19801101.0,FRA,,
103649,Esat,Tanik,R,19801103.0,TUR,,
103650,Alex,Satschko,R,19801112.0,GER,180.0,
103651,Alexander,Satschko,R,19801112.0,GER,180.0,Q4717754
103652,Matthew,Yeates,R,19801112.0,AUS,,
103653,Jasper,Smit,R,19801117.0,NED,,Q39863084
103654,David,Cors,U,19801118.0,ESP,,
103655,Boris Nicola,Bakalov,L,19801123.0,BUL,,Q13512835
103656,Albert,Montanes,R,19801126.0,ESP,175.0,Q299374
103657,Ivo,Klec,R,19801128.0,SVK,183.0,Q3487091
103658,Jordane,Doble,R,19801202.0,FRA,,
103659,Wei Jen,Cheng,R,19801202.0,TPE,,
103660,Nick,Rainey,R,19801207.0,USA,188.0,Q38169657
103661,Pedro,Rico,U,19801209.0,ESP,,
103662,Holger,Fischer,R,19801211.0,GER,,
103663,Matias,Boeker,R,19801211.0,USA,,Q6787403
103664,Nicolas,Boeker,U,19801211.0,ARG,,
103665,Ryan,Haviland,U,19801212.0,USA,,
103666,Ilia,Kushev,R,19801213.0,BUL,,Q19561118
103667,Bernat Mas,Avellaneda,U,19801215.0,ESP,,
103668,Lazar,Magdincev,R,19801215.0,MKD,,Q50591955
103669,Damien,Spizzo,R,19801216.0,AUS,,
103670,Alvaro,Loyola,R,19801220.0,CHI,,
103671,Or,Dekel,R,19801220.0,ISR,,
103672,Ricardo,Mello,L,19801221.0,BRA,175.0,Q45010
103673,Clayton,Almeida,R,19801226.0,BRA,,
103674,Jonathan,Igbinovia,R,19801227.0,NGR,,
103675,Diego,Junqueira,L,19801228.0,ARG,178.0,Q717463
103676,Michael,Yani,R,19801231.0,USA,185.0,Q117456
103677,Andreas,Fasching,U,19810101.0,AUT,,Q107721860
103678,Miloslav,Grolmus,R,19810101.0,SVK,,
103679,Jeroen,Masson,R,19810102.0,BEL,,
103680,Andreas,Bubik,R,19810103.0,USA,,
103681,Chris,Drake,U,19810105.0,USA,,Q30122341
103682,Kyu Tae,Im,R,19810106.0,KOR,185.0,Q6001822
103683,Yi Ning,Wang,U,19810106.0,CHN,,
103684,Benedikt,Dorsch,R,19810110.0,GER,178.0,Q4887371
103685,Olivier,Ramos,U,19810110.0,FRA,,
103686,Glen,Bertram,R,19810113.0,AUS,,
103687,Enrico,Burzi,U,19810114.0,ITA,,
103688,Angelo,Niculescu,R,19810115.0,ROU,,
103689,Guillermo,Carry,L,19810115.0,ARG,,
103690,Marcin,Matkowski,R,19810115.0,POL,188.0,Q355333
103691,Baptiste,Dupuy,L,19810116.0,FRA,,
103692,Jakub,Hasek,L,19810117.0,CZE,,
103693,Thierry,Ascione,R,19810117.0,FRA,188.0,Q546733
103694,Olivier,Rochus,R,19810118.0,BEL,168.0,Q312511
103695,Marc Marco,Ripoll,R,19810120.0,ESP,,Q107694301
103696,Sven,Swinnen,R,19810122.0,SUI,190.0,
103697,Marcio,Torres,R,19810124.0,BRA,185.0,Q10334345
103698,Andreu,Guilera Jover,R,19810125.0,ESP,,
103699,Fred,Hemmes,R,19810128.0,NED,183.0,Q719304
103700,Juan Pablo,Guzman,L,19810129.0,ARG,178.0,Q3106519
103701,Diego,Hartfield,R,19810131.0,ARG,185.0,Q1220458
103702,Stefano,Ianni,R,19810131.0,ITA,,Q3972538
103703,Nathan,Price,R,19810204.0,USA,,
103704,Vladimir,Obradovic,R,19810204.0,SRB,196.0,Q30004733
103705,Sergei,Samoseiko,R,19810205.0,BLR,,
103706,Daniel,Norberg,U,19810207.0,SWE,,
103707,Dmitriy,Koch,U,19810208.0,GER,,
103708,Jaroslav,Pospisil,R,19810209.0,CZE,176.0,Q3496224
103709,Kristian,Pless,R,19810209.0,DEN,188.0,Q715430
103710,Federico,Abadie,R,19810211.0,ARG,,
103711,Jaroslav,Levinsky,R,19810211.0,CZE,196.0,Q720135
103712,Rodolfo,Daruich,U,19810215.0,ARG,,
103713,Christoph,Palmanshofer,L,19810218.0,AUT,,
103714,Andreas,Vinciguerra,L,19810219.0,SWE,180.0,Q501064
103715,Kirill,Ivanov Smolensky,R,19810219.0,RUS,,Q6415230
103716,Uros,Vico,R,19810219.0,ITA,188.0,Q4006499
103717,Jedrzej,Zarski,R,19810220.0,POL,,
103718,David,Martin,L,19810222.0,USA,185.0,Q715443
103719,Ruben,Torres,R,19810223.0,COL,,
103720,Lleyton,Hewitt,R,19810224.0,AUS,180.0,Q180104
103721,Ezequiel,Nastari,R,19810226.0,VEN,,
103722,Florent,Serra,R,19810228.0,FRA,180.0,Q315961
103723,Julien,Maes,R,19810228.0,FRA,,
103724,Jose Manuel,Garcia Rodriguez,R,19810301.0,ESP,,
103725,Luis Ernesto,Peon,U,19810303.0,MEX,,
103726,Jean Christophe,Faurel,R,19810306.0,FRA,175.0,Q6169065
103727,Daniel,Langre,R,19810307.0,MEX,,
103728,Christian,Magg,R,19810308.0,AUT,,
103729,Nicolas,Tholozan,U,19810308.0,FRA,,
103730,Jonathan,Marray,R,19810310.0,GBR,183.0,Q455297
103731,Benedikt,Stronk,U,19810311.0,GER,,
103732,Phil,Stolt,U,19810312.0,USA,,
103733,Luben,Pampoulov,R,19810314.0,AUT,,Q82455856
103734,Trystan,Meniane,U,19810316.0,FRA,,
103735,Lovro,Zovko,R,19810318.0,CRO,190.0,Q508034
103736,Diego,Acuna,U,19810320.0,PER,,
103737,Edgardo,Massa,R,19810322.0,ARG,180.0,Q2879046
103738,Francesc,Lleal,U,19810322.0,ESP,,
103739,Jose,De Armas,R,19810325.0,VEN,,Q1989008
103740,Roger,Anderson,U,19810326.0,RSA,,
103741,Richard,Magney,U,19810402.0,AUS,,
103742,Diego,Cristin,R,19810405.0,ARG,,Q47004170
103743,Domenic,Marafiote,L,19810407.0,AUS,,Q107476186
103744,Rahim,Esmail,R,19810407.0,CAN,,
